name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Yu Peidi,1400,M,63.0,1960.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Shuifu Wang,1400,M,68.0,1955.0,2.0,10.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zhou Zongwen & family,1500,M,66.0,1957.0,3.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Kushal Pal Singh,8200,M,91.0,1931.0,8.0,15.0,Real Estate,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Roger Penske,3200,M,86.0,1937.0,2.0,20.0,Automotive,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Teddy Sagi,5600,M,51.0,1971.0,11.0,1.0,Gambling & Casinos,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Bulat Utemuratov,2700,M,65.0,1958.0,1.0,1.0,Metals & Mining,True,Kazakhstan,"$180,161,741,180 ",5.2,61.7,73.2,28.4,18513930.0
Pu Zhongjie & family,1100,M,60.0,1963.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Drorit Wertheim,1200,F,67.0,1956.0,1.0,1.0,Food & Beverage,False,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Henry Swieca,2200,M,65.0,1957.0,5.0,9.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Huwen Chen,2000,M,52.0,1970.0,7.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Todd Boehly,5300,M,49.0,1973.0,9.0,20.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Abigail Johnson,21600,F,61.0,1961.0,12.0,19.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Robert Fisher,1100,M,69.0,1953.0,8.0,1.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Caroline Hagen Kjos,1900,F,39.0,1984.0,1.0,1.0,Diversified,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Karsanbhai Patel,2700,M,79.0,1944.0,1.0,7.0,Diversified,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Nadia Thiele,6600,F,47.0,1976.0,1.0,7.0,Finance & Investments,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
He Yamin & family,1000,M,66.0,1957.0,2.0,23.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Bernard Marcus,8000,M,93.0,1929.0,5.0,12.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Vicky Safra & family,16700,F,70.0,1953.0,1.0,1.0,Finance & Investments,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Arthur Blank,7500,M,80.0,1942.0,9.0,27.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Dingqiang & family,1900,M,56.0,1966.0,10.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
J. Joe Ricketts & family,3400,M,81.0,1941.0,7.0,16.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sekar Vembu,1600,M,51.0,1972.0,1.0,1.0,Technology,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Tatyana Bakalchuk,8800,F,47.0,1975.0,10.0,16.0,Fashion & Retail,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
John de Mol,1800,M,68.0,1955.0,3.0,24.0,Media & Entertainment,True,Netherlands,"$909,070,395,161 ",2.6,85.0,81.8,41.2,17332850.0
Wu Shaoxun,3200,M,67.0,1956.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jim McKelvey,1600,M,57.0,1965.0,10.0,19.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
D. Leopoldo Del Pino,1800,M,60.0,1962.0,7.0,30.0,Construction & Engineering,False,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Chen Lip Keong,2800,M,75.0,1947.0,7.0,1.0,Gambling & Casinos,True,Cambodia,"$27,089,389,787 ",2.5,13.7,69.6,23.1,16486542.0
Charles Dolan & family,4600,M,96.0,1926.0,10.0,16.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Matei Zaharia,1200,M,37.0,1985.0,4.0,21.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
George Marcus,1300,M,81.0,1941.0,8.0,15.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ding Shizhong,7900,M,52.0,1970.0,12.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Kuldip Singh Dhingra,3100,M,75.0,1947.0,9.0,2.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Shlomo Kramer,2000,M,57.0,1966.0,3.0,14.0,Technology,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Vincent McMahon,2700,M,77.0,1945.0,8.0,24.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Devi Shetty,1300,M,70.0,1953.0,1.0,1.0,Healthcare,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Markus Persson,1200,M,43.0,1979.0,6.0,1.0,Media & Entertainment,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Denise Coates,6800,F,55.0,1967.0,9.0,26.0,Gambling & Casinos,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Kalanithi Maran,2400,M,57.0,1965.0,7.0,26.0,Media & Entertainment,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Zhongyi Wu,1600,M,49.0,1973.0,10.0,28.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Robert Faith,5200,M,59.0,1963.0,10.0,3.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wang Laichun,7300,F,55.0,1967.0,6.0,3.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
J.B. Pritzker,3600,M,58.0,1965.0,1.0,19.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Karen Pritzker,5600,F,65.0,1958.0,1.0,7.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Zan Shengda,1200,M,60.0,1963.0,4.0,2.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Leonid Radvinsky,2100,M,40.0,1982.0,5.0,30.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chris Wallin,1600,M,70.0,1953.0,1.0,1.0,Energy,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
G. Gnanalingam,1500,M,78.0,1944.0,9.0,10.0,Logistics,True,Malaysia,"$364,701,517,788 ",0.7,45.1,76.0,38.7,32447385.0
G.V. Prasad,1100,M,62.0,1960.0,11.0,22.0,Healthcare,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Lee Boo-jin,3200,F,52.0,1970.0,10.0,6.0,Technology,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Heloise Pratt,2200,F,60.0,1962.0,9.0,13.0,Manufacturing,False,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Laurence Graff & family,3400,M,84.0,1938.0,6.0,13.0,Fashion & Retail,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Eiichi Kuriwada,1600,M,76.0,1946.0,10.0,10.0,Logistics,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Patrice Motsepe,2700,M,61.0,1962.0,1.0,28.0,Metals & Mining,True,South Africa,"$351,431,649,241 ",4.1,22.4,63.9,29.2,58558270.0
Alan Howard,3600,M,59.0,1963.0,9.0,1.0,Finance & Investments,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
David Booth,1700,M,77.0,1946.0,1.0,1.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Judy Love & family,10900,F,85.0,1937.0,6.0,17.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jorn Rausing,8900,M,63.0,1960.0,1.0,1.0,Food & Beverage,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Yintai Jiang & family,1800,M,72.0,1950.0,7.0,30.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Balkrishan Goenka,1200,M,56.0,1966.0,8.0,15.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Rajesh Sharma,1100,M,53.0,1970.0,2.0,25.0,Finance & Investments,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Michiel Le Roux,1000,M,73.0,1949.0,5.0,20.0,Finance & Investments,True,South Africa,"$351,431,649,241 ",4.1,22.4,63.9,29.2,58558270.0
David Teoh,1500,M,67.0,1956.0,1.0,1.0,Telecom,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Martin Lorentzon,2900,M,54.0,1969.0,4.0,1.0,Technology,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Ali Erdemoglu,4700,M,63.0,1959.0,11.0,20.0,Manufacturing,True,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Nicolas D'Ieteren,3600,M,47.0,1975.0,4.0,13.0,Automotive,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Niels Peter Louis-Hansen,5800,M,75.0,1947.0,10.0,25.0,Healthcare,False,Denmark,"$348,078,018,464 ",0.8,80.6,81.0,23.8,5818553.0
Patrick Collison,5500,M,34.0,1988.0,9.0,9.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sybill Storz,2900,F,85.0,1937.0,4.0,6.0,Healthcare,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Duncan MacMillan,1700,M,85.0,1937.0,12.0,17.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Orlando Bravo,7900,M,52.0,1970.0,9.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Raj Kumar,1500,M,68.0,1954.0,5.0,25.0,Real Estate,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Andrei Kosogov,1100,M,62.0,1961.0,3.0,15.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Les Wexner & family,6000,M,85.0,1937.0,9.0,8.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lin Jianhua,6700,M,60.0,1962.0,8.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Saket Burman,1500,M,46.0,1977.0,3.0,10.0,Food & Beverage,False,United Arab Emirates,"$421,142,267,938 ",-1.9,36.8,77.8,15.9,9770529.0
Zhu Zhaojiang,1100,M,49.0,1974.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Torbjorn Tornqvist,4000,M,69.0,1953.0,11.0,8.0,Energy,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Bernard Broermann,4800,M,79.0,1943.0,11.0,22.0,Healthcare,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Arnon Milchan,3300,M,78.0,1944.0,12.0,6.0,Media & Entertainment,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Daniel Pritzker,2400,M,63.0,1959.0,9.0,15.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gina Rinehart,27000,F,69.0,1954.0,2.0,9.0,Metals & Mining,False,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Vladimir Lisin,22100,M,66.0,1956.0,5.0,7.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Jerry Yang,2400,M,54.0,1968.0,11.0,6.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Susanne Klatten,27400,F,60.0,1962.0,4.0,28.0,Automotive,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Wenbo Xiang,1200,M,60.0,1962.0,6.0,21.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Fred Smith,4600,M,78.0,1944.0,8.0,11.0,Logistics,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Igor Kesaev,4100,M,56.0,1966.0,10.0,30.0,Fashion & Retail,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Ranjan Pai,2800,M,50.0,1972.0,11.0,11.0,Service,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
George Kaiser,13300,M,80.0,1942.0,7.0,29.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Farris Wilks,1500,M,71.0,1952.0,2.0,9.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Ruiz,1500,M,56.0,1967.0,1.0,7.0,Service,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Surjit Kumar Gupta,1900,M,81.0,1942.0,1.0,13.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Oleg Deripaska,2500,M,55.0,1968.0,1.0,2.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Guanghe Qiu & family,3000,M,71.0,1951.0,11.0,10.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Lynsi Snyder,4200,F,40.0,1982.0,5.0,5.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Madhukar Parekh,2800,M,76.0,1947.0,1.0,1.0,Manufacturing,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Igor Rotenberg,1300,M,49.0,1973.0,5.0,9.0,Diversified,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Feng Yuxia,1000,F,58.0,1964.0,11.0,6.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Simon Nixon,1900,M,55.0,1967.0,8.0,1.0,Technology,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Frank Laukien,2700,M,63.0,1960.0,2.0,4.0,Manufacturing,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Timothy Headington,1600,M,72.0,1950.0,4.0,24.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Meg Whitman,2800,F,66.0,1956.0,8.0,4.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Anthony Hall,1200,M,67.0,1955.0,6.0,27.0,Technology,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Laurent Dassault,8100,M,69.0,1953.0,7.0,7.0,Diversified,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Leonid Mikhelson & family,21600,M,67.0,1955.0,8.0,11.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Joao Roberto Marinho,1800,M,69.0,1953.0,9.0,16.0,Media & Entertainment,False,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Cho Jung-ho,3400,M,64.0,1958.0,10.0,5.0,Finance & Investments,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Jensen Huang,21100,M,60.0,1963.0,2.0,17.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Prathip Chiravanond,1900,M,74.0,1948.0,10.0,21.0,Diversified,False,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Abigail Bennett,1100,F,42.0,1980.0,12.0,27.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gan Zhongru,1100,M,74.0,1948.0,7.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Manohar Lal Agarwal,1000,M,68.0,1954.0,10.0,30.0,Food & Beverage,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Alberto Prada,2300,M,69.0,1954.0,2.0,21.0,Fashion & Retail,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Chairul Tanjung,4900,M,60.0,1962.0,6.0,18.0,Diversified,True,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Feng Hailiang,3000,M,62.0,1960.0,10.0,1.0,Metals & Mining,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Andrew Beal,10300,M,70.0,1952.0,11.0,29.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jimmy Rane,1200,M,76.0,1946.0,9.0,15.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Drew Houston,1400,M,40.0,1983.0,3.0,4.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kerry Stokes,4100,M,82.0,1940.0,9.0,13.0,Diversified,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Dirk Ziff,5700,M,59.0,1964.0,4.0,1.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
William Stone,2200,M,67.0,1955.0,4.0,9.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kevin Systrom,1500,M,39.0,1983.0,12.0,30.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Cai Kui,5900,M,60.0,1963.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dieter Schnabel,2600,M,77.0,1946.0,1.0,1.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Germán Larrea Mota Velasco & family,26600,M,69.0,1953.0,10.0,26.0,Metals & Mining,False,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
Gopikishan Damani,6000,M,65.0,1958.0,1.0,1.0,Fashion & Retail,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Andrei Molchanov,1000,M,51.0,1971.0,9.0,24.0,Construction & Engineering,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Jacques D'Amours,2900,M,66.0,1956.0,12.0,8.0,Fashion & Retail,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Alexandra Daitch,1900,F,60.0,1963.0,1.0,1.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Lv Jianming,1300,M,58.0,1965.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Shigefumi Wada,1000,M,70.0,1952.0,8.0,30.0,Technology,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Sandor Csanyi,1500,M,70.0,1953.0,3.0,20.0,Diversified,True,Hungary,"$160,967,157,504 ",3.3,48.5,75.8,37.9,9769949.0
Harry Stine,7400,M,81.0,1941.0,11.0,30.0,Food & Beverage,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Zadik Bino & family,1500,M,79.0,1944.0,1.0,1.0,Diversified,True,Israel,"$395,098,666,122 ",0.8,63.4,82.8,25.3,9053300.0
Naguib Sawiris,3300,M,68.0,1954.0,6.0,15.0,Telecom,False,Egypt,"$303,175,127,598 ",9.2,35.2,71.8,44.4,100388073.0
Senapathy Gopalakrishnan,3200,M,67.0,1955.0,4.0,5.0,Technology,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Prasert Prasarttong-Osoth,3500,M,90.0,1933.0,3.0,26.0,Healthcare,True,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Mortimer Zuckerman,2400,M,85.0,1937.0,6.0,4.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
George Yancopoulos,1600,M,63.0,1959.0,9.0,10.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gustaf Douglas,6200,M,85.0,1938.0,3.0,3.0,Diversified,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Amy Wyss,1800,F,52.0,1971.0,1.0,1.0,Healthcare,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
"James Cargill, II.",3900,M,73.0,1949.0,4.0,7.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kai Wu,2200,M,55.0,1968.0,1.0,1.0,Energy,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Don Hankey,7200,M,79.0,1943.0,6.0,13.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kagemasa Kozuki,1300,M,82.0,1940.0,11.0,12.0,Technology,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Rinat Akhmetov,5700,M,56.0,1966.0,9.0,21.0,Metals & Mining,True,Ukraine,"$153,781,069,118 ",7.9,82.7,71.6,45.2,44385155.0
Tung Ching Sai,1100,M,58.0,1965.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Leonard Schleifer,2600,M,70.0,1952.0,7.0,7.0,Healthcare,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Steven Spielberg,4000,M,76.0,1946.0,12.0,18.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jeff Rothschild,2700,M,68.0,1955.0,1.0,2.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Graeme Hart,8600,M,67.0,1955.0,6.0,6.0,Finance & Investments,True,New Zealand,"$206,928,765,544 ",1.6,82.0,81.9,34.6,4841000.0
Xue Xiangdong & family,1600,M,64.0,1959.0,2.0,10.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Lim Hariyanto Wijaya Sarwono,4900,M,94.0,1928.0,11.0,1.0,Metals & Mining,True,Indonesia,"$1,119,190,780,753 ",3.0,36.3,71.5,30.1,270203917.0
Renate Reimann-Haas,5400,F,71.0,1951.0,10.0,8.0,Fashion & Retail,False,Austria,"$446,314,739,528 ",1.5,85.1,81.6,51.4,8877067.0
Bruce Karsh,2300,M,67.0,1955.0,10.0,10.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wang Chuanfu,18700,M,57.0,1966.0,2.0,15.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Tang Aoqi & family,1100,M,77.0,1945.0,4.0,11.0,Automotive,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Kwee Liong Phing,1400,M,65.0,1958.0,1.0,1.0,Real Estate,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Chen Tianshi,1600,M,38.0,1985.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Dhanin Chearavanont,14900,M,83.0,1939.0,4.0,19.0,Diversified,False,Thailand,"$543,649,976,166 ",0.7,49.3,76.9,29.5,69625582.0
Herb Chambers,2500,M,81.0,1942.0,1.0,1.0,Automotive,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Conni Jonsson,1300,M,62.0,1960.0,7.0,15.0,Finance & Investments,True,Sweden,"$530,832,908,738 ",1.8,67.0,82.5,49.1,10285453.0
Nassef Sawiris,7400,M,62.0,1961.0,1.0,19.0,Construction & Engineering,False,Egypt,"$303,175,127,598 ",9.2,35.2,71.8,44.4,100388073.0
Wang Ren-sheng,1900,M,91.0,1931.0,12.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Mitchell Goldhar,2400,M,61.0,1961.0,7.0,15.0,Real Estate,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Julia Thiele-Schuerhoff,2600,F,51.0,1972.0,1.0,1.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Spiro Latsis & family,1500,M,76.0,1946.0,8.0,15.0,Diversified,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
John Fisher,2300,M,61.0,1961.0,6.0,1.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Randal Nardone,1300,M,67.0,1955.0,6.0,22.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Xie Juhua & family,1900,F,72.0,1951.0,1.0,1.0,Healthcare,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Edouard Carmignac,1000,M,75.0,1947.0,9.0,4.0,Finance & Investments,True,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
