name,net_worth,gender,age,birth_year,birth_month,birth_day,industry,self_made,country,gdp_country,cpi_change_country,gross_tertiary_education_enrollment,life_expectancy_country,total_tax_rate_country,population_country
Cliff Obrecht,3600,M,37.0,1985.0,12.0,28.0,Technology,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Denise York & family,5100,F,72.0,1950.0,10.0,21.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chris Larsen,2200,M,62.0,1960.0,6.0,15.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wilma Tisch,1400,F,95.0,1927.0,6.0,25.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ralph Dommermuth,2100,M,59.0,1963.0,11.0,19.0,Technology,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Wang Minwen,1700,M,59.0,1963.0,11.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Larry Page,79200,M,50.0,1973.0,3.0,26.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wolfgang Herz,6100,M,72.0,1951.0,1.0,1.0,Fashion & Retail,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Zhang Yong,7500,M,52.0,1970.0,7.0,1.0,Food & Beverage,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Hu Gengxi & family,1000,M,59.0,1964.0,1.0,9.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Glen Taylor,2700,M,81.0,1941.0,4.0,20.0,Service,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Daniel Hirschfeld,1400,M,81.0,1941.0,5.0,31.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Catherine Lozick,2400,F,77.0,1945.0,5.0,1.0,Manufacturing,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Julio Bozano,1900,M,87.0,1936.0,2.0,1.0,Finance & Investments,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Mustafa Kucuk,1700,M,59.0,1963.0,6.0,3.0,Fashion & Retail,True,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Lance Gokongwei,1400,M,55.0,1967.0,12.0,1.0,Diversified,False,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Peter Kamprad,1100,M,59.0,1964.0,3.0,29.0,Finance & Investments,False,Belgium,"$529,606,710,418 ",1.4,79.7,81.6,55.4,11484055.0
Mathias Kamprad,1100,M,53.0,1969.0,6.0,27.0,Finance & Investments,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Mark Davis,1900,M,67.0,1955.0,5.0,18.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Alfred Oetker,3900,M,56.0,1967.0,1.0,1.0,Fashion & Retail,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Ching Bor Tung,1200,M,60.0,1963.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Sachin Bansal,1300,M,41.0,1981.0,8.0,5.0,Fashion & Retail,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Yoshiaki Yoshida,1800,M,82.0,1941.0,1.0,31.0,Fashion & Retail,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Tianqiao Chen,1000,M,49.0,1973.0,5.0,16.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Ryuji Arai,1000,M,76.0,1946.0,5.0,28.0,Fashion & Retail,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Gabe Newell,3900,M,60.0,1962.0,11.0,3.0,Gambling & Casinos,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Xiong Xiaochuan,1300,M,57.0,1966.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Li Wa,1600,M,57.0,1966.0,1.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Antonio Del Valle Ruiz & family,3200,M,84.0,1938.0,8.0,13.0,Manufacturing,True,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
Cameron Adams,1800,M,43.0,1979.0,12.0,26.0,Technology,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Carl Cook,10200,M,60.0,1962.0,8.0,19.0,Healthcare,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sergei Gordeev,3100,M,50.0,1972.0,11.0,22.0,Real Estate,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Romesh T. Wadhwani,5100,M,75.0,1947.0,8.0,25.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Andrei Skoch & family,7900,M,57.0,1966.0,1.0,30.0,Metals & Mining,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Regine Leibinger,1500,F,60.0,1963.0,1.0,1.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
"Edward Johnson, IV.",6800,M,58.0,1964.0,11.0,18.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Benoit Dageville,1000,M,56.0,1966.0,6.0,29.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Bruce Flatt,2700,M,57.0,1965.0,6.0,1.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Chip Wilson,5000,M,66.0,1957.0,1.0,1.0,Fashion & Retail,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Theodore Leonsis,2100,M,67.0,1956.0,1.0,8.0,Sports,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Philip Niarchos,2800,M,69.0,1954.0,1.0,1.0,Diversified,False,France,"$2,715,518,274,227 ",1.1,65.6,82.5,60.7,67059887.0
Claudio Del Vecchio,3500,M,66.0,1957.0,2.0,26.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Koo Bon-sik,1100,M,64.0,1958.0,6.0,28.0,Technology,False,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Dan Friedkin,5500,M,58.0,1965.0,2.0,27.0,Automotive,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mehmet Aydinlar,1200,M,66.0,1956.0,7.0,27.0,Healthcare,True,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Zeng Fangqin,3600,F,57.0,1965.0,12.0,25.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
"Alfred West, Jr.",1400,M,80.0,1942.0,12.0,7.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Georg von Opel,2300,M,56.0,1966.0,5.0,4.0,Finance & Investments,False,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Herbert Sy,2400,M,66.0,1956.0,10.0,1.0,Diversified,False,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Alessandra Garavoglia,3400,F,63.0,1960.0,2.0,6.0,Food & Beverage,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Ted Alfond,2500,M,78.0,1944.0,8.0,19.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Torstein Hagen,1400,M,80.0,1943.0,2.0,18.0,Service,True,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Peter Leibinger,1500,M,56.0,1967.0,1.0,1.0,Manufacturing,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Bidzina Ivanishvili,4900,M,67.0,1956.0,2.0,18.0,Finance & Investments,True,Georgia,"$17,743,195,770 ",4.9,63.9,73.6,9.9,3720382.0
Li Jiaquan,1500,M,59.0,1963.0,9.0,6.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Michael Dell,50100,M,58.0,1965.0,2.0,23.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
George Soros,6700,M,92.0,1930.0,8.0,12.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Sun Hongjun,1100,M,49.0,1973.0,7.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Solomon Lew,2200,M,78.0,1945.0,3.0,22.0,Fashion & Retail,True,Australia,"$1,392,680,589,329 ",1.6,113.1,82.7,47.4,25766605.0
Xu Yingzhuo,2200,M,55.0,1968.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Xu Bingzhong,1700,M,49.0,1974.0,1.0,1.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zuowen Song,4700,M,76.0,1947.0,3.0,19.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Viktor Vekselberg,6800,M,65.0,1957.0,4.0,14.0,Diversified,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Robert Rowling,5600,M,69.0,1953.0,9.0,26.0,Service,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Gary Rollins,5300,M,78.0,1944.0,8.0,30.0,Service,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chen Jianhua,8700,M,52.0,1971.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Renzo Rosso & family,3100,M,67.0,1955.0,9.0,15.0,Fashion & Retail,True,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Bom Kim,2300,M,44.0,1978.0,10.0,1.0,Technology,True,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Kim Jung-woong,1000,M,48.0,1975.0,1.0,1.0,Fashion & Retail,True,South Korea,"$2,029,000,000,000 ",0.4,94.3,82.6,33.2,51709098.0
Najib Mikati,2800,M,67.0,1955.0,11.0,24.0,Telecom,True,Lebanon,"$53,367,042,272 ",3.0,26.3,78.9,32.2,6855713.0
Alberto Bombassei,2900,M,82.0,1940.0,10.0,5.0,Automotive,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Rajeev Juneja,1500,M,57.0,1965.0,7.0,28.0,Healthcare,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Donald Bren,17400,M,90.0,1932.0,5.0,11.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Li Weiguo,2800,M,58.0,1965.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Guangming Wu,2700,M,61.0,1962.0,2.0,27.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Zhenda Huang & family,2600,M,75.0,1947.0,9.0,1.0,Construction & Engineering,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Jonathan Oringer,1200,M,48.0,1974.0,5.0,2.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Michael Krasny,1300,M,69.0,1953.0,8.0,8.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Wang Wenmo,2200,M,66.0,1957.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Wu Yiling,3900,M,73.0,1949.0,10.0,24.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Nicholas Pritzker,2600,M,79.0,1944.0,1.0,1.0,Finance & Investments,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Kang An,2800,M,74.0,1949.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Roberto Hernandez Ramirez,1900,M,81.0,1942.0,3.0,24.0,Finance & Investments,True,Mexico,"$1,258,286,717,125 ",3.6,40.2,75.0,55.1,126014024.0
William Koch,1600,M,82.0,1940.0,5.0,3.0,Energy,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Marcel Herrmann Telles,10600,M,73.0,1950.0,1.0,1.0,Food & Beverage,True,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Li Yongxin,2600,M,47.0,1976.0,3.0,9.0,Service,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Chang Jing,1100,M,40.0,1982.0,8.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Leonid Fedun,8000,M,66.0,1956.0,4.0,5.0,Energy,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Inigo Zobel,1000,M,66.0,1956.0,11.0,1.0,Diversified,False,Philippines,"$376,795,508,680 ",2.5,35.5,71.1,43.1,108116615.0
Wim van der Leegte & family,3500,M,75.0,1947.0,8.0,23.0,Manufacturing,False,Netherlands,"$909,070,395,161 ",2.6,85.0,81.8,41.2,17332850.0
Xu Jinfu,4500,M,59.0,1964.0,1.0,1.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Strive Masiyiwa,1900,M,62.0,1961.0,1.0,29.0,Telecom,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Stephen Feinberg,3800,M,63.0,1960.0,3.0,29.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
George Pedersen & family,1300,M,87.0,1935.0,8.0,18.0,Manufacturing,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
John Armitage,2300,M,63.0,1959.0,12.0,1.0,Finance & Investments,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Alex Shevchenko,2200,M,43.0,1980.0,1.0,1.0,Technology,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Jeff T. Green,3100,M,46.0,1977.0,3.0,30.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rihanna,1400,F,35.0,1988.0,2.0,20.0,Fashion & Retail,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chen Jinxia,2200,F,55.0,1968.0,3.0,28.0,Finance & Investments,False,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Ty Warner,5200,M,78.0,1944.0,9.0,3.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Keiichi Shibahara,1700,M,58.0,1964.0,10.0,9.0,Healthcare,True,Japan,"$5,081,769,542,380 ",0.5,63.2,84.2,46.7,126226568.0
Li Chunan,4600,M,54.0,1968.0,10.0,10.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alec Gores,2500,M,70.0,1953.0,3.0,18.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
David Hindawi,1100,M,78.0,1944.0,12.0,8.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Hongyi Zhou,2600,M,52.0,1970.0,10.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Alexandra Schoerghuber & family,5000,F,64.0,1958.0,7.0,24.0,Real Estate,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Andrej Babis,4100,M,68.0,1954.0,9.0,2.0,Food & Beverage,True,Czech Republic,"$246,489,245,495 ",2.8,64.1,79.0,46.1,10669709.0
Michael Kum,1000,M,78.0,1945.0,1.0,1.0,Real Estate,True,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Richard Fortin,1600,M,74.0,1948.0,9.0,1.0,Fashion & Retail,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Taha Mikati,2800,M,78.0,1945.0,1.0,1.0,Telecom,True,Lebanon,"$53,367,042,272 ",3.0,26.3,78.9,32.2,6855713.0
Wu Chaoqun,1400,M,53.0,1969.0,5.0,18.0,Manufacturing,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Lu Yiwen,2500,F,36.0,1987.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Ali Metin Kazanci,1100,M,88.0,1934.0,8.0,30.0,Energy,True,Turkey,"$754,411,708,203 ",15.2,23.9,77.4,42.3,83429615.0
Kumar Birla,14200,M,55.0,1967.0,6.0,14.0,Diversified,False,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Jim Coulter,3600,M,63.0,1959.0,12.0,1.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chen Baohua,1100,M,61.0,1962.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Timothy Dunn & family,1300,M,67.0,1955.0,12.0,18.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Richard Chandler,2600,M,64.0,1959.0,1.0,1.0,Finance & Investments,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Sheryl Sandberg,1500,F,53.0,1969.0,8.0,28.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Pablo Legorreta,3300,M,59.0,1963.0,10.0,30.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Chen Bang,13900,M,57.0,1965.0,9.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Guangchang Guo,4000,M,56.0,1967.0,2.0,16.0,Diversified,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Yang Yunyun,1200,F,46.0,1977.0,1.0,1.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Antonio Luiz Seabra,1200,M,80.0,1943.0,1.0,1.0,Fashion & Retail,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Inder Jaisinghani,1000,M,70.0,1953.0,3.0,29.0,Manufacturing,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Hubert Burda,4100,M,83.0,1940.0,2.0,9.0,Media & Entertainment,False,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Melinda French Gates,6500,F,58.0,1964.0,8.0,15.0,Technology,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Henry Samueli,7700,M,68.0,1954.0,9.0,20.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Jim Simons,28100,M,84.0,1938.0,4.0,25.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Daniel Sundheim,2900,M,46.0,1977.0,3.0,29.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Shen Guojun,3200,M,60.0,1962.0,7.0,31.0,Fashion & Retail,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Paola Del Vecchio,3500,F,61.0,1961.0,5.0,14.0,Fashion & Retail,False,Luxembourg,"$71,104,919,108 ",1.7,19.2,82.1,20.4,645397.0
Thomas Duff,2300,M,66.0,1956.0,12.0,31.0,Diversified,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Charles Bronfman,2500,M,91.0,1931.0,6.0,27.0,Food & Beverage,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Warren Buffett,106000,M,92.0,1930.0,8.0,30.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Hal Jackman,1700,M,90.0,1932.0,6.0,10.0,Finance & Investments,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Wesley Batista,2600,M,50.0,1972.0,12.0,8.0,Food & Beverage,False,Brazil,"$1,839,758,040,766 ",3.7,51.3,75.7,65.1,212559417.0
Neil Shen,3300,M,55.0,1967.0,12.0,16.0,Finance & Investments,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Giuseppe De'Longhi & family,3900,M,83.0,1939.0,4.0,24.0,Fashion & Retail,False,Italy,"$2,001,244,392,042 ",0.6,61.9,82.9,59.1,60297396.0
Wang Changtian,1600,M,57.0,1965.0,4.0,26.0,Media & Entertainment,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Wolfgang Leitner,2500,M,70.0,1953.0,3.0,27.0,Construction & Engineering,True,Austria,"$446,314,739,528 ",1.5,85.1,81.6,51.4,8877067.0
Theo Mueller,4500,M,83.0,1940.0,1.0,30.0,Food & Beverage,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
William Ding,26700,M,51.0,1971.0,10.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Charles Ergen,3200,M,70.0,1953.0,3.0,1.0,Media & Entertainment,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Heikki Herlin,1300,M,36.0,1987.0,1.0,1.0,Manufacturing,False,Finland,"$268,761,201,365 ",1.0,88.2,81.7,36.6,5520314.0
Tang Binsen,1500,M,40.0,1982.0,12.0,12.0,Food & Beverage,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Julio Ponce Lerou,3300,M,77.0,1945.0,11.0,13.0,Metals & Mining,True,Chile,"$282,318,159,745 ",2.6,88.5,80.0,34.0,18952038.0
Michael S. Smith,2600,M,67.0,1955.0,5.0,9.0,Energy,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Byron Trott,2500,M,64.0,1958.0,12.0,2.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
M.Satyanarayana Reddy,1400,M,65.0,1957.0,4.0,18.0,Healthcare,True,India,"$2,611,000,000,000 ",7.7,28.1,69.4,49.7,1366417754.0
Zarakh Iliev,2900,M,56.0,1966.0,9.0,9.0,Real Estate,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Neil Bluhm,6000,M,85.0,1938.0,1.0,12.0,Real Estate,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Rob Walton & family,57600,M,78.0,1944.0,10.0,27.0,Fashion & Retail,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
James Irsay,3900,M,63.0,1959.0,6.0,13.0,Sports,False,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Mark Mateschitz,34700,M,30.0,1992.0,5.0,7.0,Food & Beverage,False,Austria,"$446,314,739,528 ",1.5,85.1,81.6,51.4,8877067.0
Sjamsul Nursalim,1100,M,81.0,1942.0,1.0,19.0,Automotive,False,Singapore,"$372,062,527,489 ",0.6,84.8,83.1,21.0,5703569.0
Emanuele (Lino) Saputo & family,4900,M,86.0,1937.0,1.0,1.0,Food & Beverage,False,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Eva Maria Bucher-Haefner,3000,F,66.0,1957.0,1.0,1.0,Technology,False,Switzerland,"$703,082,435,360 ",0.4,59.6,83.6,28.8,8574832.0
Alberto Alcocer,1400,M,80.0,1942.0,12.0,7.0,Finance & Investments,True,Spain,"$1,394,116,310,769 ",0.7,88.9,83.3,47.0,47076781.0
Mao Lixiang & family,1400,M,82.0,1941.0,1.0,1.0,Technology,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Vinod Khosla,4800,M,68.0,1955.0,1.0,28.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Evgeny (Eugene) Shvidler,1600,M,59.0,1964.0,3.0,23.0,Metals & Mining,True,United Kingdom,"$2,827,113,184,696 ",1.7,60.0,81.3,30.6,66834405.0
Hedda im Brahm-Droege,1000,F,68.0,1955.0,1.0,1.0,Finance & Investments,True,Germany,"$3,845,630,030,824 ",1.4,70.2,80.9,48.8,83132799.0
Nathan Blecharczyk,8000,M,39.0,1983.0,6.0,11.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Arkady Rotenberg,3500,M,71.0,1951.0,12.0,15.0,Construction & Engineering,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Bill Malhotra,2000,M,73.0,1949.0,9.0,8.0,Real Estate,True,Canada,"$1,736,425,629,520 ",1.9,68.9,81.9,24.5,36991981.0
Suleiman Kerimov & family,10500,M,57.0,1966.0,3.0,12.0,Finance & Investments,True,Russia,"$1,699,876,578,871 ",4.5,81.9,72.7,46.2,144373535.0
Li Sze Lim,1600,M,66.0,1957.0,4.0,1.0,Real Estate,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Michael Moritz,4200,M,68.0,1954.0,9.0,12.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Xu Jiangnan,1100,M,61.0,1962.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Marc Lasry,2100,M,62.0,1960.0,9.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Xue Min,4600,M,66.0,1957.0,1.0,1.0,Healthcare,True,China,"$19,910,000,000,000 ",2.9,50.6,77.0,59.2,1397715000.0
Egon Durban,1500,M,49.0,1973.0,8.0,23.0,Finance & Investments,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Frank Slootman,1500,M,64.0,1958.0,10.0,3.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
Tope Awotona,1200,M,41.0,1981.0,4.0,22.0,Technology,True,United States,"$21,427,700,000,000 ",7.5,88.2,78.5,36.6,328239523.0
